GEOID10,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,POPULATION,MEDAGE,MEDHHINC,MEDHOUSING,PCPREWAR,MEDYRBUILT,DENSITY
36047018501,36,047,018501,1400000US36047018501,4530,27,17407,458,31.1,1950,105610.07471150557
36047024400,36,047,024400,1400000US36047024400,3757,25,48611,1444,68.1,NA,62665.57346179111
36047027200,36,047,027200,1400000US36047027200,3692,33,50982,1228,50.7,NA,72360.5961240134
36047030800,36,047,030800,1400000US36047030800,1898,46,50189,1035,12.7,1965,7212.355444702015
36047032900,36,047,032900,1400000US36047032900,5783,33,47578,1174,72.1,NA,95755.6074364843
36047034900,36,047,034900,1400000US36047034900,5297,33,29754,1146,72.4,NA,84056.82412552922
36047040500,36,047,040500,1400000US36047040500,1539,31,40815,1372,49.3,NA,28898.445831611458
36047046201,36,047,046201,1400000US36047046201,2685,38,36765,1013,32.8,1963,54195.67299224564
36047049400,36,047,049400,1400000US36047049400,5574,36,47397,1296,52.1,NA,78856.16884883244
36047052300,36,047,052300,1400000US36047052300,5670,31,43076,1179,51.9,NA,101306.1069681772
36047058200,36,047,058200,1400000US36047058200,3150,33,43750,1341,55.6,NA,50506.16093206384
36047069601,36,047,069601,1400000US36047069601,4032,37,53047,1664,3.6,1973,22854.685835468994
36047086000,36,047,086000,1400000US36047086000,3691,38,42270,1303,39.6,1944,54906.097375781836
36047098200,36,047,098200,1400000US36047098200,4124,32,19720,526,12.6,1958,30901.60976019025
36047116600,36,047,116600,1400000US36047116600,2865,28,33892,1350,51,NA,46553.87735896406
36005003100,36,005,003100,1400000US36005003100,1466,34,37250,922,55.4,NA,24543.301732998065
36005015900,36,005,015900,1400000US36005015900,1420,38,16027,419,25.3,1971,35562.99760191847
36005020400,36,005,020400,1400000US36005020400,3131,30,49519,1253,46,1944,60389.7203497118
36005024900,36,005,024900,1400000US36005024900,0,NA,NA,NA,NA,NA,0
36005032600,36,005,032600,1400000US36005032600,3576,40,56429,1491,25.3,1948,27965.62974772408
36005040800,36,005,040800,1400000US36005040800,4557,31,32244,1209,54.9,NA,95171.31385166191
36061006500,36,061,006500,1400000US36061006500,6264,29,97718,2096,69.3,NA,80662.27897241102
36061020500,36,061,020500,1400000US36061020500,5069,21,111875,1955,96.6,NA,46701.06172075369
36061024700,36,061,024700,1400000US36061024700,7960,35,40559,1213,75,NA,80423.11420412877
36081002200,36,081,002200,1400000US36081002200,2178,37,58333,1256,70.9,NA,38246.61918774154
36081010200,36,081,010200,1400000US36081010200,3164,35,52639,1637,55.5,NA,38318.16156363976
36081025100,36,081,025100,1400000US36081025100,5909,40,41456,1291,23.5,1961,62308.85677410949
36081027200,36,081,027200,1400000US36081027200,2432,35,59677,1882,51.2,NA,40988.12959817798
36081037300,36,081,037300,1400000US36081037300,2500,32,56320,1584,52.5,NA,27196.614583333332
36081041500,36,081,041500,1400000US36081041500,3687,32,40345,1500,24.8,1958,55862.72394145383
36081050700,36,081,050700,1400000US36081050700,3580,39,75865,1433,18.6,1954,24910.55521226808
36081055600,36,081,055600,1400000US36081055600,2453,44,71985,2008,46.1,1942,27999.808570181973
36081058300,36,081,058300,1400000US36081058300,3327,36,54688,1315,67.4,NA,60210.39371685311
36081060300,36,081,060300,1400000US36081060300,2006,43,75313,1561,35.1,1947,28646.107813352886
36081062700,36,081,062700,1400000US36081062700,2917,36,66380,1445,64.2,NA,48027.37973122449
36081073900,36,081,073900,1400000US36081073900,5442,43,74435,1529,22.5,1950,62840.63566852287
36081091602,36,081,091602,1400000US36081091602,0,NA,NA,NA,NA,NA,0
36081109900,36,081,109900,1400000US36081109900,3903,42,76250,1915,60.2,NA,26693.151494186706
36081126500,36,081,126500,1400000US36081126500,1517,40,43750,1027,40,1946,19567.473945804883
36085000900,36,085,000900,1400000US36085000900,1860,30,52500,1315,53.8,NA,20775.573601521497
36085024800,36,085,024800,1400000US36085024800,4908,38,76270,1825,44.6,1961,7440.647142837074
36085010500,36,085,010500,1400000US36085010500,4857,40,62697,1610,52.4,NA,15402.834213087957
36085012806,36,085,012806,1400000US36085012806,6033,40,70505,1369,4.6,1965,11842.186215818636
36085020803,36,085,020803,1400000US36085020803,6191,38,91782,1998,10.1,1986,7642.679014087461
36047000200,36,047,000200,1400000US36047000200,1868,28,34740,1408,74.6,NA,17470.534266905957
36047002100,36,047,002100,1400000US36047002100,4295,34,208036,3398,42.8,1995,21061.676906561042
36047003700,36,047,003700,1400000US36047003700,1087,31,102386,2506,26,2005,16914.804381132053
36047010400,36,047,010400,1400000US36047010400,5937,35,37787,1107,69.4,NA,100955.66177320237
36047011700,36,047,011700,1400000US36047011700,2674,31,72429,1701,52.7,NA,34422.46532965531
36047018700,36,047,018700,1400000US36047018700,1405,31,89375,1979,60.9,NA,42430.60026585201
36047020800,36,047,020800,1400000US36047020800,3272,38,56003,1233,61.4,NA,59131.15587931564
36081005500,36,081,005500,1400000US36081005500,943,41,58690,1284,62.9,NA,14715.929576361565
36081010100,36,081,010100,1400000US36081010100,2501,35,61293,1493,59.1,NA,37494.992926521496
36081015801,36,081,015801,1400000US36081015801,3564,36,63578,1972,76,NA,31226.103508350556
36005002800,36,005,002800,1400000US36005002800,5299,42,49529,942,10.6,1965,33103.578521327196
36005005600,36,005,005600,1400000US36005005600,2468,38,17771,1074,49.7,NA,46935.78277087555
36005012901,36,005,012901,1400000US36005012901,4017,26,18269,970,29.2,1986,66529.70498973661
36061001001,36,061,001001,1400000US36061001001,1528,44,73239,972,3.1,1955,49379.27087154533
36061003001,36,061,003001,1400000US36061003001,4216,31,62199,1978,66.7,NA,87951.07172601548
36061006100,36,061,006100,1400000US36061006100,5032,29,108973,2503,55.5,NA,91769.43334952857
36061010100,36,061,010100,1400000US36061010100,1259,36,159821,3348,2.2,2007,18578.122426189908
36005018102,36,005,018102,1400000US36005018102,5626,32,38250,1079,67.2,NA,151184.07661261037
36005022702,36,005,022702,1400000US36005022702,1485,36,23500,894,43,1945,76076.67101827677
36005024300,36,005,024300,1400000US36005024300,5748,32,19669,976,53,NA,98963.32578174856
36061014000,36,061,014000,1400000US36061014000,7671,42,137700,2068,55.2,NA,110926.3569913125
36061020701,36,061,020701,1400000US36061020701,3392,28,60798,1657,84.7,NA,185840.52833541346
36005031400,36,005,031400,1400000US36005031400,2300,46,83393,1509,25.1,1950,28206.163053874636
36005033202,36,005,033202,1400000US36005033202,4207,43,40638,1148,15.9,1962,94580.73952293323
36005036400,36,005,036400,1400000US36005036400,2389,40,55833,1629,38.8,1945,30598.981919965183
36005042600,36,005,042600,1400000US36005042600,6694,37,54306,1801,23.9,1959,34157.14201392104
36047039100,36,047,039100,1400000US36047039100,3086,30,35542,1194,40.6,1998,48098.68611627641
36047040100,36,047,040100,1400000US36047040100,3356,31,42079,1317,52.9,NA,54459.10384321392
36047041100,36,047,041100,1400000US36047041100,3387,28,35068,1198,35.8,1952,65037.25028729028
36047042000,36,047,042000,1400000US36047042000,1894,26,42969,1400,51.6,NA,29086.66681688003
36047044100,36,047,044100,1400000US36047044100,6156,30,49167,1279,69.1,NA,112265.63954372624
36081037700,36,081,037700,1400000US36081037700,3717,30,46276,1550,42.5,1943,65570.87956517593
36081045500,36,081,045500,1400000US36081045500,13003,38,46275,1394,2.9,1962,227176.91079571517
36081050600,36,081,050600,1400000US36081050600,1686,42,81875,1907,46.3,1942,21184.50558876038
36081055200,36,081,055200,1400000US36081055200,3006,39,52917,1365,17.7,1952,18647.24363915069
36047054600,36,047,054600,1400000US36047054600,4457,38,31868,1292,44.7,1942,63894.217073400236
36047061200,36,047,061200,1400000US36047061200,874,48,63333,1497,32.6,1945,11418.962812001855
36047064200,36,047,064200,1400000US36047064200,2434,36,59732,1382,59.2,NA,26817.67470115285
36047067000,36,047,067000,1400000US36047067000,2763,38,60857,1516,11,1957,34360.56218489816
36047069602,36,047,069602,1400000US36047069602,6667,39,89375,1782,7.6,1977,25091.910690412806
36081062400,36,081,062400,1400000US36081062400,0,NA,NA,NA,NA,NA,0
36081071305,36,081,071305,1400000US36081071305,4841,39,71250,1744,6,1960,93652.71557152354
36047070201,36,047,070201,1400000US36047070201,6015,42,59655,1694,5.4,1963,14504.353341849179
36047086200,36,047,086200,1400000US36047086200,3003,37,44018,1207,64.5,NA,55496.97078068029
36047093000,36,047,093000,1400000US36047093000,2581,40,56014,1275,24.4,1954,34416.8946346838
36047099000,36,047,099000,1400000US36047099000,1552,30,75208,2056,17.1,1950,24551.89851027052
36081092200,36,081,092200,1400000US36081092200,2088,49,110938,1744,45.2,1942,8539.379247073612
36081098700,36,081,098700,1400000US36081098700,2596,40,71250,1899,31.8,1950,10075.841222838304
36081100801,36,081,100801,1400000US36081100801,2277,29,75800,1889,14.6,1954,9143.642719927811
36081114100,36,081,114100,1400000US36081114100,2337,47,111250,1609,49,1940,13508.00499006896
36047100800,36,047,100800,1400000US36047100800,2138,35,60446,1708,19.1,1961,37189.178793536514
36047114400,36,047,114400,1400000US36047114400,2587,27,26429,1191,40.8,1950,15585.280141052122
36081161700,36,081,161700,1400000US36081161700,4911,37,73929,1569,50.4,NA,17998.422333758313
36005016900,36,005,016900,1400000US36005016900,1338,31,27697,970,23.8,1966,37296.49619544745
36047013500,36,047,013500,1400000US36047013500,3694,36,126111,2467,65.9,NA,62998.64797487275
36047099600,36,047,099600,1400000US36047099600,3819,37,64375,1853,8.7,1964,52143.01092818396
36081010400,36,081,010400,1400000US36081010400,3442,40,57375,1441,73.2,NA,47806.359510071
36081015200,36,081,015200,1400000US36081015200,2808,36,59214,1556,50.5,NA,39249.23124747025
36081024700,36,081,024700,1400000US36081024700,1574,34,56250,1467,41.3,1950,41759.87863267125
36081120500,36,081,120500,1400000US36081120500,2747,48,24583,1207,15.9,1956,35180.518785169654
36047023600,36,047,023600,1400000US36047023600,5693,22,24240,1406,48.2,1942,86809.70305913383
36047024800,36,047,024800,1400000US36047024800,3056,30,46310,1203,64.4,NA,44964.200944162614
36047029500,36,047,029500,1400000US36047029500,3803,37,54276,1535,87.1,NA,59845.4568675343
36047033500,36,047,033500,1400000US36047033500,3115,23,61164,1452,93,NA,44651.99975647823
36047036001,36,047,036001,1400000US36047036001,2899,61,22384,971,37.5,1948,78740.4590377113
36081019000,36,081,019000,1400000US36081019000,2291,32,73864,1826,58,NA,31518.612698463287
36081025302,36,081,025302,1400000US36081025302,2881,35,56676,1383,46.2,1940,71044.71553570918
36081027400,36,081,027400,1400000US36081027400,1781,42,58188,1379,16.1,1962,32094.85348900315
36081033900,36,081,033900,1400000US36081033900,3374,40,70333,1132,28,1949,57933.42247031603
36047100600,36,047,100600,1400000US36047100600,2561,35,65096,1896,11.3,1962,43604.61271661101
36047024700,36,047,024700,1400000US36047024700,2104,33,42308,1191,61.6,NA,30318.04311807677
36047025400,36,047,025400,1400000US36047025400,4256,36,48261,1111,64.7,NA,62811.916942082826
36047025700,36,047,025700,1400000US36047025700,2177,29,51310,1444,46.2,1965,31131.966650654565
36047026300,36,047,026300,1400000US36047026300,2002,32,39861,1061,65.7,NA,43352.69703354403
36047026500,36,047,026500,1400000US36047026500,3558,34,51050,1160,62.8,NA,57736.312114680964
36047026800,36,047,026800,1400000US36047026800,3690,35,44548,1274,72.9,NA,53400.620889651276
36047026900,36,047,026900,1400000US36047026900,2685,40,48841,1324,71.4,NA,51917.323249667774
36047027300,36,047,027300,1400000US36047027300,2649,40,34297,1080,66.8,NA,45830.84977955912
36047027400,36,047,027400,1400000US36047027400,3090,44,42266,1257,50.5,NA,48988.546698823506
36047027700,36,047,027700,1400000US36047027700,4975,29,37875,1189,65,NA,79485.22158067461
36047027900,36,047,027900,1400000US36047027900,3914,35,57869,1240,76.8,NA,62604.75922037499
36047028000,36,047,028000,1400000US36047028000,1690,39,56974,1238,19.7,1948,31326.83752853861
36047028400,36,047,028400,1400000US36047028400,3662,41,51849,1165,55.5,NA,57742.05090802827
36047028800,36,047,028800,1400000US36047028800,3495,34,41786,1175,57.4,NA,59237.78899010523
36047029600,36,047,029600,1400000US36047029600,5711,40,44875,1207,45.4,1944,69080.05542686344
36047031300,36,047,031300,1400000US36047031300,4242,43,34817,971,80.8,NA,63033.44289156627
36047031500,36,047,031500,1400000US36047031500,4798,36,54113,1159,75.5,NA,68965.15560883295
36047032700,36,047,032700,1400000US36047032700,2501,46,47153,1117,74.1,NA,36579.85084707476
36047033300,36,047,033300,1400000US36047033300,4719,24,44608,1295,57.9,NA,65590.95719092622
36047033600,36,047,033600,1400000US36047033600,4008,39,62649,1431,47.6,NA,15011.2098194144
36047034700,36,047,034700,1400000US36047034700,3326,36,29114,890,53.6,NA,61628.44001201906
36047035200,36,047,035200,1400000US36047035200,1035,75,11011,276,15.7,1963,2707.290858501952
36047035900,36,047,035900,1400000US36047035900,5213,32,30898,1126,51.3,NA,73549.38358791101
36047036100,36,047,036100,1400000US36047036100,2375,42,26936,998,47.3,1943,43612.07495533309
36047036300,36,047,036300,1400000US36047036300,4076,35,29741,1176,31.5,1974,40644.93819783469
36047037700,36,047,037700,1400000US36047037700,4240,33,40272,1567,79.1,NA,57734.422947510095
36047039000,36,047,039000,1400000US36047039000,2318,32,45682,1331,29.1,1950,34534.96116566288
36047039200,36,047,039200,1400000US36047039200,2807,31,33125,1309,38.6,1948,41638.10446615731
36047040300,36,047,040300,1400000US36047040300,3724,29,27827,1396,51.5,NA,45869.053915111166
36047041300,36,047,041300,1400000US36047041300,4365,32,38955,1350,50.3,NA,69714.35208366736
36047041700,36,047,041700,1400000US36047041700,3158,36,22022,920,41.6,1952,57950.022700542715
36047041900,36,047,041900,1400000US36047041900,4030,27,35877,1164,38.4,1964,68214.14938599989
36047042900,36,047,042900,1400000US36047042900,5743,29,45382,1285,72.6,NA,88466.94353313428
36047044200,36,047,044200,1400000US36047044200,2743,33,57366,1489,34.8,1959,38857.18629124005
36047044400,36,047,044400,1400000US36047044400,3409,33,44896,1224,37.1,1945,50584.775712714276
36047045300,36,047,045300,1400000US36047045300,2262,33,55536,1623,62.9,NA,18334.90706975871
36047045600,36,047,045600,1400000US36047045600,2562,33,35385,1307,57.9,NA,43185.00823929087
36047047600,36,047,047600,1400000US36047047600,3958,22,45588,1386,60.5,NA,49480.263272467506
36047048000,36,047,048000,1400000US36047048000,3623,29,30968,1238,42.5,1953,61266.16952206843
36047048200,36,047,048200,1400000US36047048200,5688,32,31992,1193,30.2,1954,74904.16595822571
36047048400,36,047,048400,1400000US36047048400,6210,23,40724,1393,46.9,1945,76884.36855565381
36047048900,36,047,048900,1400000US36047048900,3829,34,19518,419,16.3,1958,108287.3527478407
36047049000,36,047,049000,1400000US36047049000,6156,31,35642,1311,39.1,1951,82714.93856545513
36047049100,36,047,049100,1400000US36047049100,6017,45,32813,850,11.7,1965,73107.83151001108
36047049500,36,047,049500,1400000US36047049500,2702,33,73913,1617,73.9,NA,54205.925315445806
36047049600,36,047,049600,1400000US36047049600,3933,33,57477,1566,70.9,NA,50186.34493427665
36047050000,36,047,050000,1400000US36047050000,3684,36,78313,1518,47.3,1943,47182.2051061431
36047050500,36,047,050500,1400000US36047050500,4289,35,30216,923,34.5,1958,65570.67109767903
36047051002,36,047,051002,1400000US36047051002,5028,34,45982,1197,69.8,NA,121629.07024573398
36061000700,36,061,000700,1400000US36061000700,8794,29,117841,2824,53.8,1943,88720.60794640075
36061000900,36,061,000900,1400000US36061000900,1626,33,147500,3689,43.7,1982,13364.81645165897
36061001502,36,061,001502,1400000US36061001502,7378,27,133209,3121,39.7,1975,92190.31278916619
36061002400,36,061,002400,1400000US36061002400,5557,43,22676,607,13.2,1952,78930.39741150018
36061002800,36,061,002800,1400000US36061002800,7240,40,30056,944,30.2,1963,102123.52474729871
36061003601,36,061,003601,1400000US36061003601,3238,33,44286,925,37.8,1967,84021.77237205947
36061003700,36,061,003700,1400000US36061003700,2666,39,129904,2248,55.3,NA,18010.79881891407
36047051200,36,047,051200,1400000US36047051200,6103,30,36661,1203,73.9,NA,113001.0277593097
36047051900,36,047,051900,1400000US36047051900,4299,34,87087,2117,46.8,1950,40498.1483332424
36047052900,36,047,052900,1400000US36047052900,3994,21,31962,1099,67.8,NA,59142.35606350803
36047053200,36,047,053200,1400000US36047053200,2539,37,49395,1207,32.1,1945,37726.63896825124
36047054500,36,047,054500,1400000US36047054500,7169,27,16638,432,7.1,1969,110679.6850977587
36047054700,36,047,054700,1400000US36047054700,5071,27,39773,1520,36.8,1990,77214.6691437138
36047056100,36,047,056100,1400000US36047056100,3003,33,80000,1692,67.2,NA,22975.7
36047057000,36,047,057000,1400000US36047057000,3321,50,57200,974,4,1955,32783.033814583876
36047057200,36,047,057200,1400000US36047057200,4954,36,18459,441,6.8,1953,52665.32535946049
36047057500,36,047,057500,1400000US36047057500,4028,32,79476,1769,56.9,NA,57509.28399988975
36047059000,36,047,059000,1400000US36047059000,1893,34,49792,1418,39.4,1944,30935.522910540993
36047059800,36,047,059800,1400000US36047059800,3484,36,63613,1204,11.5,1961,45295.14793992451
36047061003,36,047,061003,1400000US36047061003,1838,33,45202,1320,66.7,NA,60242.18807658724
36047061600,36,047,061600,1400000US36047061600,1572,54,103000,2868,31.2,1946,5607.401228778369
36047062200,36,047,062200,1400000US36047062200,3150,50,52353,1553,18.7,1964,32971.076975303404
36047065400,36,047,065400,1400000US36047065400,1765,45,89750,1428,61.6,NA,30169.207447054243
36061004800,36,061,004800,1400000US36061004800,7325,33,106789,1715,35.4,1956,107943.18316302146
36061005200,36,061,005200,1400000US36061005200,3726,30,168375,2595,49.1,NA,57138.853752694034
36061005700,36,061,005700,1400000US36061005700,2899,37,150833,2848,16.9,1967,69487.24907916413
36061006400,36,061,006400,1400000US36061006400,8012,34,96090,2145,25.5,1965,115800.48581441549
36061006600,36,061,006600,1400000US36061006600,11252,38,64963,1224,17.1,1966,166810.9772872974
36061006900,36,061,006900,1400000US36061006900,2604,34,183750,3242,54.2,NA,30588.46707727475
36061007000,36,061,007000,1400000US36061007000,8131,32,101848,2434,17.3,1965,118757.74649380532
36061007100,36,061,007100,1400000US36061007100,6115,38,125028,1981,61.4,NA,95988.85197216902
36061007500,36,061,007500,1400000US36061007500,4358,39,113682,1908,43.5,1952,68104.93872034369
36061007600,36,061,007600,1400000US36061007600,1912,29,103264,2697,66.4,NA,28415.352008905513
36061008000,36,061,008000,1400000US36061008000,5045,40,110242,2103,40,1948,75692.4765678403
36061008100,36,061,008100,1400000US36061008100,8957,39,111476,1777,59.3,NA,133105.2948068416
36061008601,36,061,008601,1400000US36061008601,2807,31,142299,3258,1.3,1984,58003.00236157652
36061008900,36,061,008900,1400000US36061008900,5531,36,89315,1948,62.8,NA,86516.46733261665
36061009600,36,061,009600,1400000US36061009600,149,43,135313,1935,30,2001,2201.051805462873
36061009900,36,061,009900,1400000US36061009900,4938,32,128906,3015,11.3,2007,12759.070710134141
36005001900,36,005,001900,1400000US36005001900,2591,32,37936,1138,40.7,1968,4023.1454479071804
36005002400,36,005,002400,1400000US36005002400,150,27,NA,NA,0,NA,574.7771526132879
36005003900,36,005,003900,1400000US36005003900,6614,29,25990,976,50.1,NA,79229.36326719394
36005004400,36,005,004400,1400000US36005004400,4754,32,22719,553,14.7,1954,46362.28509891633
36005005902,36,005,005902,1400000US36005005902,3131,36,38542,1174,60.9,NA,116450.34145640967
36005006100,36,005,006100,1400000US36005006100,3706,52,48298,883,5.8,NA,39603.96237033859
36005006400,36,005,006400,1400000US36005006400,3590,31,30726,1180,36,1956,55263.66825360032
36005007200,36,005,007200,1400000US36005007200,5822,30,37634,1179,53.2,NA,70776.39115700539
36005007700,36,005,007700,1400000US36005007700,1933,31,26486,1223,26.5,1974,44372.772510126124
36005008300,36,005,008300,1400000US36005008300,6882,32,19818,922,63.8,NA,83317.58416693154
36047066600,36,047,066600,1400000US36047066600,0,NA,NA,NA,NA,NA,0
36047068200,36,047,068200,1400000US36047068200,3037,37,78875,2361,19.3,1953,38895.47768124255
36047070000,36,047,070000,1400000US36047070000,1798,41,66250,1432,17.7,1963,23065.675501379443
36047070202,36,047,070202,1400000US36047070202,16,54,NA,NA,0,NA,8.02718252142642
36047073000,36,047,073000,1400000US36047073000,2550,41,93462,1848,34.4,1946,35696.940248087994
36047074400,36,047,074400,1400000US36047074400,2500,26,102125,2000,59.6,NA,38071.26267823019
36047075600,36,047,075600,1400000US36047075600,1971,35,62935,1213,42.3,1945,29415.06198932848
36047076000,36,047,076000,1400000US36047076000,3013,31,41364,1213,60.9,NA,42975.81172142614
36047078200,36,047,078200,1400000US36047078200,4685,37,51975,1130,35.6,1950,72096.2887394239
36047078600,36,047,078600,1400000US36047078600,4893,36,42482,1169,61.7,NA,74077.95038404434
36047078800,36,047,078800,1400000US36047078800,3237,36,40188,1128,47.4,NA,53362.89554385808
36047079400,36,047,079400,1400000US36047079400,1964,35,45227,1348,53.7,NA,22894.560885044175
36047079602,36,047,079602,1400000US36047079602,4642,34,38227,1159,77.9,NA,89061.17528186437
36047080200,36,047,080200,1400000US36047080200,5031,33,41607,1218,54.1,NA,70341.27944375767
36047080800,36,047,080800,1400000US36047080800,1256,61,9829,235,0,2005,10107.709914366324
36047081600,36,047,081600,1400000US36047081600,2852,39,45125,1282,66.2,NA,41119.159296370526
36061011700,36,061,011700,1400000US36061011700,3870,33,107125,2880,0,2004,53501.00914346106
36061012600,36,061,012600,1400000US36061012600,12427,38,112614,1804,30.4,1960,175253.22687895107
36061013100,36,061,013100,1400000US36061013100,2775,40,85195,2569,38.7,1960,41272.635236017
36061013600,36,061,013600,1400000US36061013600,15880,38,108587,1929,18.5,1962,187379.3118781208
36061014200,36,061,014200,1400000US36061014200,4467,53,235455,1988,55.6,NA,64638.64077279355
36061014700,36,061,014700,1400000US36061014700,3161,33,137328,3182,0.9,2002,125155.96153728559
36061014900,36,061,014900,1400000US36061014900,5934,45,154972,2741,30.6,1971,88303.6696524502
36061015700,36,061,015700,1400000US36061015700,9521,39,122734,2063,77.8,NA,135196.36257374065
36061016002,36,061,016002,1400000US36061016002,3562,30,87167,1615,87.9,NA,179401.39343497198
36061016300,36,061,016300,1400000US36061016300,7101,42,109971,2071,83.6,NA,69766.26907319739
36061017000,36,061,017000,1400000US36061017000,7824,41,30711,1061,18.6,1962,110783.45312602507
36061017402,36,061,017402,1400000US36061017402,2309,31,37426,1416,1.4,1977,117884.53167750838
36061019300,36,061,019300,1400000US36061019300,9327,37,32236,1145,57,NA,137476.4852147784
36061019500,36,061,019500,1400000US36061019500,7608,40,117045,2025,87.2,NA,90207.7894852497
36061019900,36,061,019900,1400000US36061019900,9722,29,76902,1624,82.5,NA,111125.21883578268
36061020800,36,061,020800,1400000US36061020800,5320,33,42220,1179,52.5,NA,92744.88213992435
36005009200,36,005,009200,1400000US36005009200,5622,33,35227,1330,39.2,1946,46898.8244979467
36005011502,36,005,011502,1400000US36005011502,4566,29,21765,908,38.5,1945,35165.21270907983
36005012701,36,005,012701,1400000US36005012701,1992,38,18641,743,44.5,1942,47902.62198824545
36005013800,36,005,013800,1400000US36005013800,2989,40,79773,1124,33.5,1952,10123.226330022335
36005014701,36,005,014701,1400000US36005014701,7023,27,14334,382,27.3,1956,130934.02526615847
36005015100,36,005,015100,1400000US36005015100,5458,31,30339,1068,53.4,NA,67636.4556511421
36005015300,36,005,015300,1400000US36005015300,4466,29,19630,1134,31.7,1980,48838.81137317491
36005015500,36,005,015500,1400000US36005015500,3178,33,21136,777,57.8,NA,71582.46972674933
36005016000,36,005,016000,1400000US36005016000,4274,41,77216,1621,22.6,1958,22385.502724980233
36005016100,36,005,016100,1400000US36005016100,4140,33,12467,466,22.2,1970,44840.77499215891
36005016500,36,005,016500,1400000US36005016500,1189,27,26645,1035,36.1,1952,15644.505400270267
36005017100,36,005,017100,1400000US36005017100,0,NA,NA,NA,NA,NA,0
36005017300,36,005,017300,1400000US36005017300,6301,31,18720,885,28.3,1954,98742.17595024021
36005017701,36,005,017701,1400000US36005017701,4946,30,25022,1151,59.7,NA,120135.8027571978
36005018101,36,005,018101,1400000US36005018101,2921,33,27371,1061,53.1,NA,97963.83275062803
36047082000,36,047,082000,1400000US36047082000,4856,33,36472,1174,71.4,NA,84636.485383580075
36047083200,36,047,083200,1400000US36047083200,2341,40,62083,1702,67,NA,41657.18698170376
36047083600,36,047,083600,1400000US36047083600,2005,43,58068,1579,73.6,NA,24942.366796831848
36047085600,36,047,085600,1400000US36047085600,3290,43,52554,1208,44.3,1943,53711.158932465994
36047086600,36,047,086600,1400000US36047086600,3175,39,46438,1314,66.8,NA,52536.76392606838
36047088000,36,047,088000,1400000US36047088000,3208,39,51827,1162,34.6,1945,45532.26126841993
36047088600,36,047,088600,1400000US36047088600,4472,38,45208,1202,60.8,NA,64445.629609846204
36047090800,36,047,090800,1400000US36047090800,5679,30,12863,410,16.1,1961,49616.09276531724
36047091600,36,047,091600,1400000US36047091600,4790,31,31105,1007,33.2,1965,57531.26748284177
36047093200,36,047,093200,1400000US36047093200,1336,45,83500,1250,30,1947,12338.729578228187
36047094402,36,047,094402,1400000US36047094402,2907,29,23417,495,10.5,1950,70464.15644361253
36047095800,36,047,095800,1400000US36047095800,3840,39,62431,1739,13.9,1964,42434.72550165762
36047096800,36,047,096800,1400000US36047096800,1481,37,62250,1511,46.6,1943,25740.15547010784
36047099200,36,047,099200,1400000US36047099200,2103,36,66964,2019,19,1963,40465.555964993095
36047101000,36,047,101000,1400000US36047101000,2042,40,59840,1689,29.6,1961,30866.481245221574
36047103400,36,047,103400,1400000US36047103400,4029,27,18158,383,11.6,1958,15663.251320523616
36047109800,36,047,109800,1400000US36047109800,2160,29,43664,1597,34.4,1959,6547.883410055725
36005019700,36,005,019700,1400000US36005019700,7104,29,25875,1090,52.6,1940,124245.54826859705
36005020000,36,005,020000,1400000US36005020000,4722,33,44771,1172,52.1,NA,35770.992076514725
36005021100,36,005,021100,1400000US36005021100,5506,26,23724,1004,39.9,1953,93188.65781425622
36005021302,36,005,021302,1400000US36005021302,6061,28,30362,992,26.4,1966,94609.08167594802
36005021502,36,005,021502,1400000US36005021502,6013,31,18507,1017,47.9,1941,100010.26100693553
36005022300,36,005,022300,1400000US36005022300,5108,30,24277,1059,37.2,1950,142614.76531019242
36005022404,36,005,022404,1400000US36005022404,4187,33,42070,1145,44,1944,116957.28813632441
36005023200,36,005,023200,1400000US36005023200,2704,33,44318,1305,60.7,NA,49075.21444087845
36005023302,36,005,023302,1400000US36005023302,3614,29,22566,1242,74.3,NA,149579.18455662625
36005024100,36,005,024100,1400000US36005024100,6324,28,23856,1071,54.8,NA,121631.98039521465
36005024501,36,005,024501,1400000US36005024501,5162,29,24864,1034,61.1,NA,118247.34713082855
36005025600,36,005,025600,1400000US36005025600,1831,36,37236,1368,39.4,1946,25053.586010513245
36005026500,36,005,026500,1400000US36005026500,7009,30,31147,1089,49,NA,89806.54651053494
36005027402,36,005,027402,1400000US36005027402,3878,45,71849,1492,22.6,1958,20638.033061213588
36005028300,36,005,028300,1400000US36005028300,3370,30,24759,788,24.2,1954,38375.42234572027
36047113400,36,047,113400,1400000US36047113400,3107,26,19205,636,15.6,1974,52451.39301264503
36047114202,36,047,114202,1400000US36047114202,2656,33,41352,1185,65,NA,61274.189229152194
36047116200,36,047,116200,1400000US36047116200,2073,37,42829,1303,25,1969,37428.2506256579
36047117400,36,047,117400,1400000US36047117400,4268,27,53549,1546,66.3,NA,51931.413677598786
36047118201,36,047,118201,1400000US36047118201,3054,30,42301,1371,63.6,NA,62584.15305371597
36047118600,36,047,118600,1400000US36047118600,2790,29,41471,1419,43.5,1951,54939.79578337527
36047119600,36,047,119600,1400000US36047119600,4864,33,32115,1161,59.4,NA,41108.64004124667
36047123700,36,047,123700,1400000US36047123700,6522,13,30035,1502,35.5,1979,52563.796788648244
